customerID,tenure_group,charge_tier,MonthlyCharges,TotalCharges,tenure,Contract,PaymentMethod,churn_label
2034-GDRCN,new,high,90.4,168.2,2,Month-to-month,Electronic check,1
8966-SNIZF,loyal,low,19.45,1303.5,70,Two year,Bank transfer (automatic),0
6243-OZGFH,mid,medium,44.95,996.85,23,Month-to-month,Electronic check,0
4654-DLAMQ,loyal,high,97.0,6430.9,64,One year,Bank transfer (automatic),0
0513-RBGPE,loyal,medium,62.8,2278.75,37,Two year,Credit card (automatic),0
5160-UXJED,mid,medium,44.6,681.4,17,One year,Mailed check,0
4115-NZRKS,new,high,89.15,574.35,7,Month-to-month,Electronic check,0
0219-YTZUE,new,high,84.8,371.9,4,Month-to-month,Bank transfer (automatic),1
0623-IIHUG,mid,medium,41.9,840.1,21,Month-to-month,Electronic check,1
4572-DVCGN,new,high,80.25,846.0,10,Month-to-month,Bank transfer (automatic),1
3351-NGXYI,mid,medium,54.1,889.0,16,Month-to-month,Electronic check,0
8984-EYLLL,loyal,high,105.25,6823.4,64,Two year,Electronic check,0
9057-MSWCO,mid,low,30.75,805.1,27,Month-to-month,Credit card (automatic),1
9833-TGFHX,loyal,high,97.1,4016.75,42,One year,Electronic check,0
9294-TDIPC,new,low,20.2,83.75,5,Month-to-month,Mailed check,0
5229-DTFYB,loyal,high,98.8,3959.15,41,Two year,Bank transfer (automatic),0
0104-PPXDV,loyal,medium,50.3,2878.55,58,One year,Credit card (automatic),0
5176-LMJXE,loyal,low,20.55,945.7,47,Two year,Mailed check,0
3583-KRKMD,mid,high,75.9,1373.05,18,Month-to-month,Bank transfer (automatic),0
1010-DIAUQ,new,high,96.5,492.55,5,Month-to-month,Bank transfer (automatic),1
9069-LGEUL,mid,medium,59.95,1406.0,23,Month-to-month,Bank transfer (automatic),0
7302-ZHMHP,new,low,19.15,19.15,1,Month-to-month,Mailed check,0
9571-EDEBV,loyal,high,98.65,6962.85,71,One year,Credit card (automatic),0
3520-FJGCV,loyal,high,112.6,8126.65,72,Two year,Credit card (automatic),0
6563-VRERX,mid,low,20.6,690.25,33,One year,Mailed check,0
0259-GBZSH,new,high,85.65,181.5,2,Month-to-month,Electronic check,1
6122-EFVKN,mid,medium,35.75,830.8,24,Two year,Mailed check,0
2805-EDJPQ,loyal,high,99.75,5608.4,56,One year,Credit card (automatic),0
6862-CQUMB,loyal,high,96.1,3646.8,37,Month-to-month,Credit card (automatic),0
7156-MXBJE,loyal,high,85.1,3662.25,43,One year,Credit card (automatic),0
6158-HDPXZ,new,low,25.35,25.35,1,Month-to-month,Mailed check,0
9601-BRXPO,mid,high,104.95,2566.5,25,Month-to-month,Bank transfer (automatic),1
2863-IMQDR,loyal,high,89.65,5308.7,61,Two year,Electronic check,0
5686-CMAWK,mid,high,86.75,1410.25,17,One year,Electronic check,0
5651-CRHKQ,loyal,high,86.2,3339.05,41,One year,Bank transfer (automatic),0
6905-NIQIN,new,medium,50.65,50.65,1,Month-to-month,Mailed check,1
8204-YJCLA,loyal,medium,64.8,4732.35,72,Two year,Bank transfer (automatic),0
5167-ZFFMM,new,high,90.85,90.85,1,Month-to-month,Credit card (automatic),1
6583-SZVGP,loyal,high,108.1,5067.45,48,Two year,Bank transfer (automatic),0
4895-TMWIR,new,low,19.95,214.75,11,Month-to-month,Mailed check,1
0533-BNWKF,loyal,high,85.45,4874.7,55,Month-to-month,Electronic check,1
1708-PBBOA,loyal,medium,54.75,2348.45,42,One year,Electronic check,0
8782-LKFPK,loyal,high,90.4,4063.0,44,Month-to-month,Mailed check,0
5522-JBWMO,new,medium,44.0,44.0,1,Month-to-month,Electronic check,0
3597-MVHJT,mid,high,95.6,2595.25,27,Month-to-month,Bank transfer (automatic),0
9774-NRNAU,mid,high,84.8,2309.55,27,Month-to-month,Bank transfer (automatic),0
0224-RLWWD,new,medium,44.3,89.3,2,Month-to-month,Electronic check,0
9967-ATRFS,mid,low,19.9,367.55,19,Month-to-month,Mailed check,0
3951-NJCVI,loyal,high,95.05,3944.5,42,Month-to-month,Electronic check,0
2977-CEBSX,loyal,high,90.05,5965.95,66,Two year,Credit card (automatic),0
0177-PXBAT,mid,high,109.9,3694.7,33,Month-to-month,Bank transfer (automatic),0
6599-CEBNN,mid,high,73.95,2524.45,34,Month-to-month,Credit card (automatic),1
2519-ERQOJ,mid,medium,54.6,1803.7,33,Month-to-month,Electronic check,0
5876-QMYLD,mid,low,20.05,415.1,23,One year,Mailed check,0
2277-AXSDC,mid,low,19.75,624.15,32,One year,Bank transfer (automatic),0
9442-JTWDL,new,low,20.05,237.7,11,One year,Credit card (automatic),0
0979-PHULV,loyal,high,99.45,7007.6,69,Month-to-month,Credit card (automatic),1
3067-SVMTC,loyal,medium,55.9,3848.8,68,One year,Bank transfer (automatic),0
5495-GPSRW,mid,low,19.7,419.4,20,Two year,Mailed check,0
7606-BPHHN,loyal,low,19.8,1468.75,72,Two year,Credit card (automatic),0
4742-DRORA,loyal,high,95.4,5812.0,60,One year,Bank transfer (automatic),0
0111-KLBQG,mid,high,93.95,2861.45,32,Month-to-month,Mailed check,0
4800-VHZKI,new,low,19.9,19.9,1,Month-to-month,Mailed check,1
7989-CHGTL,new,low,19.6,19.6,1,Month-to-month,Mailed check,1
0334-GDDSO,new,high,81.35,233.7,3,Month-to-month,Electronic check,1
4163-NCJAK,loyal,low,24.45,1066.15,46,One year,Bank transfer (automatic),0
5233-AOZUF,mid,high,74.95,2149.05,29,Month-to-month,Electronic check,0
5973-EJGDP,loyal,high,87.35,4473.0,51,Month-to-month,Electronic check,0
1996-DBMUS,loyal,high,70.65,3545.05,48,Month-to-month,Bank transfer (automatic),0
7916-VCCPB,mid,high,73.25,1195.75,16,Month-to-month,Bank transfer (automatic),0
4686-GEFRM,loyal,high,98.7,6858.9,70,Two year,Bank transfer (automatic),0
5249-QYHEX,loyal,low,24.8,1024.7,40,Two year,Mailed check,0
0578-SKVMF,mid,high,83.3,1845.9,22,Month-to-month,Electronic check,1
5564-NEMQO,new,high,75.3,75.3,1,Month-to-month,Bank transfer (automatic),1
2233-FAGXV,new,low,24.3,132.25,5,Month-to-month,Mailed check,0
5605-IYGFG,new,high,69.85,515.45,7,Month-to-month,Bank transfer (automatic),0
7663-ZTEGJ,mid,high,100.55,2830.45,29,One year,Credit card (automatic),0
3935-TBRZZ,loyal,low,25.7,1110.5,44,One year,Mailed check,0
8111-BKVDS,new,medium,40.7,449.3,10,Month-to-month,Bank transfer (automatic),0
2055-SIFSS,loyal,medium,51.65,2838.55,55,Month-to-month,Bank transfer (automatic),0
2806-MLNTI,loyal,high,105.1,5376.4,52,One year,Bank transfer (automatic),0
8734-DKSTZ,new,high,85.95,858.6,10,Month-to-month,Electronic check,0
4360-PNRQB,mid,high,75.6,1395.05,18,Month-to-month,Bank transfer (automatic),0
6152-ONASV,loyal,medium,58.25,3975.7,68,One year,Bank transfer (automatic),0
9063-ZGTUY,loyal,low,19.4,1182.55,61,Month-to-month,Mailed check,1
7781-HVGMK,loyal,high,65.2,4784.45,72,Two year,Credit card (automatic),0
2181-UAESM,new,medium,53.45,119.5,2,Month-to-month,Electronic check,0
2957-LOLHO,new,medium,45.4,518.9,12,Month-to-month,Bank transfer (automatic),1
6048-NJXHX,loyal,low,19.75,899.45,41,Two year,Electronic check,0
2320-SLKMB,mid,medium,44.45,1183.8,26,Month-to-month,Credit card (automatic),0
4980-URKXC,mid,low,20.85,720.05,36,One year,Bank transfer (automatic),0
4376-KFVRS,loyal,high,114.05,8468.2,72,Two year,Credit card (automatic),0
5886-VLQVU,mid,high,89.85,3161.2,35,Month-to-month,Bank transfer (automatic),0
3577-AMVUX,new,medium,55.05,55.05,1,Month-to-month,Mailed check,0
0771-WLCLA,mid,high,112.95,1882.55,16,Month-to-month,Electronic check,0
5628-RKIFK,loyal,high,101.55,5070.4,49,Month-to-month,Credit card (automatic),0
0206-TBWLC,loyal,high,114.65,6049.5,54,One year,Mailed check,0
2937-FTHUR,mid,medium,64.8,1166.7,18,Month-to-month,Electronic check,0
1910-FMXJM,mid,high,80.4,2937.65,36,Month-to-month,Electronic check,0
7752-XUSCI,loyal,high,105.9,6396.45,60,Month-to-month,Electronic check,1
4110-PFEUZ,new,high,69.55,69.55,1,Month-to-month,Mailed check,1
0732-OCQOC,loyal,low,25.05,1270.25,52,Two year,Bank transfer (automatic),0
5168-MSWXT,new,high,94.75,759.55,8,Month-to-month,Electronic check,0
1090-ESELR,loyal,high,105.5,7611.55,72,Two year,Bank transfer (automatic),0
8592-PLTMQ,loyal,low,24.7,1642.75,64,One year,Mailed check,0
5760-WRAHC,mid,high,69.75,1545.4,22,Month-to-month,Mailed check,0
8847-GEOOQ,loyal,medium,60.2,3582.4,60,Month-to-month,Bank transfer (automatic),0
0256-LTHVJ,mid,high,81.05,2227.1,28,Month-to-month,Electronic check,1
4785-FCIFB,loyal,low,24.4,1417.9,61,Two year,Mailed check,0
8313-NDOIA,mid,high,104.15,2494.65,24,Month-to-month,Electronic check,0
5149-CUZUJ,mid,high,92.9,2768.35,28,One year,Bank transfer (automatic),0
0942-KOWSM,mid,high,80.8,2369.3,30,Two year,Bank transfer (automatic),0
4237-CLSMM,new,low,20.0,38.0,2,Month-to-month,Mailed check,0
1452-VOQCH,new,high,75.1,75.1,1,Month-to-month,Electronic check,0
4719-UMSIY,new,low,19.65,100.9,6,Month-to-month,Mailed check,0
6614-VBEGU,mid,high,69.45,1614.05,24,Month-to-month,Bank transfer (automatic),0
0880-TKATG,new,high,101.15,385.9,4,Month-to-month,Electronic check,1
3811-VBYBZ,new,high,99.8,673.25,7,Month-to-month,Electronic check,1
1480-BKXGA,loyal,high,116.05,8404.9,72,Two year,Bank transfer (automatic),0
2996-XAUVF,loyal,medium,40.05,2799.75,70,Two year,Mailed check,0
9076-AXYIK,loyal,high,102.1,6538.45,64,Two year,Electronic check,0
5968-XQIVE,loyal,high,89.7,6588.95,72,One year,Electronic check,0
8896-RAZCR,loyal,low,19.9,868.1,44,Two year,Mailed check,0
4640-UHDOS,mid,medium,55.95,734.35,13,Month-to-month,Electronic check,1
4933-IKULF,mid,low,20.65,330.6,17,One year,Mailed check,0
3583-EKAPL,new,medium,55.0,55.0,1,Month-to-month,Electronic check,1
1304-BCCFO,new,high,70.05,564.4,9,Month-to-month,Mailed check,0
4104-PVRPS,mid,medium,53.6,1315.35,24,Month-to-month,Mailed check,0
9399-APLBT,new,high,74.7,74.7,1,Month-to-month,Electronic check,1
2359-KMGLI,mid,high,80.25,1861.5,24,Month-to-month,Electronic check,1
3780-DDGSE,mid,high,76.05,2747.2,35,Month-to-month,Electronic check,0
4431-EDMIQ,new,high,75.7,554.05,7,Month-to-month,Electronic check,0
0306-JAELE,new,high,96.1,453.4,5,Month-to-month,Electronic check,1
6227-HWPWX,mid,high,69.0,994.8,15,Month-to-month,Bank transfer (automatic),1
0486-LGCCH,new,low,19.65,225.75,11,Two year,Mailed check,0
0447-BEMNG,loyal,medium,45.3,2145.0,48,Month-to-month,Bank transfer (automatic),1
4612-SSVHJ,mid,high,81.45,1671.6,20,Month-to-month,Electronic check,0
5168-MQQCA,loyal,high,108.5,8003.8,72,One year,Bank transfer (automatic),0
5949-XIKAE,new,high,83.55,680.05,8,Month-to-month,Electronic check,1
7971-HLVXI,loyal,high,84.5,6130.85,72,Two year,Credit card (automatic),0
9094-AZPHK,mid,high,100.15,1415.0,15,Month-to-month,Electronic check,0
3649-JPUGY,loyal,high,88.6,6201.95,72,Two year,Bank transfer (automatic),0
4472-LVYGI,new,medium,52.55,0.0,0,Two year,Bank transfer (automatic),0
8372-JUXUI,new,high,74.35,74.35,1,Month-to-month,Electronic check,1
3552-CTCYF,loyal,high,104.8,6597.25,63,Two year,Bank transfer (automatic),0
6778-YSNIH,new,medium,59.0,114.15,2,Month-to-month,Electronic check,0
0388-EOPEX,new,high,74.4,139.4,2,Month-to-month,Electronic check,1
5756-OZRIO,loyal,medium,64.05,3902.6,61,One year,Bank transfer (automatic),0
6579-JPICP,new,low,20.4,20.4,1,Month-to-month,Mailed check,0
8205-OTCHB,mid,medium,43.75,903.6,22,One year,Bank transfer (automatic),1
4134-BSXLX,mid,medium,60.9,1785.65,28,Month-to-month,Mailed check,0
0505-SPOOW,loyal,low,19.8,1397.65,70,Two year,Bank transfer (automatic),0
6235-VDHOM,new,low,28.45,131.05,5,Month-to-month,Electronic check,1
7783-YKGDV,new,high,99.7,1238.45,12,Month-to-month,Bank transfer (automatic),1
4374-YMUSQ,mid,high,116.25,3899.05,34,One year,Credit card (automatic),0
4513-CXYIX,loyal,high,80.7,5676.0,71,Two year,Credit card (automatic),0
3957-HHLMR,loyal,high,65.2,4543.15,70,One year,Bank transfer (automatic),0
7803-XOCCZ,loyal,high,84.05,4326.8,52,Month-to-month,Bank transfer (automatic),0
5736-YEJAX,loyal,high,79.45,5502.55,69,Two year,Credit card (automatic),0
5609-CEBID,mid,high,94.1,1782.4,20,Month-to-month,Electronic check,1
8981-FJGLA,new,high,78.0,851.8,11,Month-to-month,Mailed check,0
7218-HKQFK,new,high,94.2,167.5,2,Month-to-month,Electronic check,1
4636-QRJKY,new,high,80.5,502.85,6,Month-to-month,Electronic check,1
1135-LMECX,new,low,19.85,19.85,1,Month-to-month,Mailed check,0
4332-MUOEZ,mid,high,94.3,1818.3,20,One year,Credit card (automatic),0
8535-SFUTN,loyal,high,106.45,6300.15,61,Month-to-month,Electronic check,0
5956-VKDTT,new,high,74.35,334.8,5,Month-to-month,Electronic check,1
8677-HDZEE,loyal,high,105.45,5916.95,56,Month-to-month,Bank transfer (automatic),0
2475-MROZF,mid,high,95.0,2852.4,30,Month-to-month,Credit card (automatic),0
9412-GHEEC,loyal,high,104.8,4131.95,40,Month-to-month,Bank transfer (automatic),1
3482-ABPKK,mid,medium,54.3,1546.3,28,One year,Mailed check,0
6705-LXORM,new,high,70.05,302.6,5,Month-to-month,Electronic check,0
0257-ZESQC,mid,high,75.2,1929.35,27,Month-to-month,Bank transfer (automatic),1
7531-GQHME,new,low,20.05,265.45,12,Month-to-month,Credit card (automatic),0
5174-ITUMV,loyal,high,105.4,6989.45,67,One year,Electronic check,0
4109-CYRBD,mid,medium,51.6,1442.0,29,Month-to-month,Electronic check,0
0913-XWSCN,loyal,high,85.5,4713.4,55,Month-to-month,Bank transfer (automatic),0
6825-UYPFK,mid,high,75.6,1758.6,23,Month-to-month,Bank transfer (automatic),1
8397-MVTAZ,mid,high,100.05,3480.0,34,Month-to-month,Electronic check,1
0750-EBAIU,loyal,high,91.25,4738.3,52,One year,Electronic check,0
8606-CIQUL,loyal,high,115.75,8399.15,72,Two year,Credit card (automatic),0
3571-DPYUH,loyal,high,94.7,5430.35,58,One year,Credit card (automatic),0
7601-GNDYK,mid,low,19.6,686.95,35,Two year,Mailed check,0
0356-OBMAC,loyal,high,99.9,5706.3,56,Two year,Bank transfer (automatic),0
8067-NIOYM,mid,low,21.1,490.65,24,Two year,Credit card (automatic),0
1403-GYAFU,loyal,low,20.05,1360.25,70,Two year,Credit card (automatic),0
4234-XTNEA,new,high,79.95,174.45,2,Month-to-month,Electronic check,0
1297-VQDRP,loyal,high,107.15,7379.8,68,One year,Credit card (automatic),0
9282-IZGQK,new,high,85.0,85.0,1,Month-to-month,Electronic check,1
5348-CAGXB,new,high,89.55,1021.75,12,Month-to-month,Electronic check,0
0621-HJWXJ,loyal,high,81.55,5029.05,63,Month-to-month,Bank transfer (automatic),0
5844-QVTAT,mid,medium,58.45,1955.4,33,One year,Mailed check,0
8905-IAZPF,loyal,high,95.65,6744.2,69,One year,Credit card (automatic),0
5394-MEITZ,loyal,high,80.6,4946.7,60,Two year,Bank transfer (automatic),0
6859-QNXIQ,loyal,high,113.1,8248.5,72,Two year,Bank transfer (automatic),0
2782-LFZVW,new,medium,58.95,601.6,11,Month-to-month,Mailed check,0
2866-IKBTM,new,low,19.55,19.55,1,Month-to-month,Mailed check,0
1342-JPNKI,new,high,86.05,834.1,10,Month-to-month,Bank transfer (automatic),1
2817-NTQDO,mid,medium,45.55,597.0,13,Month-to-month,Credit card (automatic),1
7129-AZJDE,mid,high,78.95,2647.2,34,One year,Bank transfer (automatic),0
6986-IJDHX,loyal,high,86.3,3266.0,39,Month-to-month,Mailed check,1
2560-PPCHE,loyal,high,105.05,6744.25,65,One year,Bank transfer (automatic),0
4676-MQUEA,loyal,high,101.9,5265.5,50,One year,Bank transfer (automatic),0
8138-EALND,mid,low,19.75,311.6,15,Month-to-month,Mailed check,0
3580-HYCSP,loyal,high,110.3,7966.9,72,Two year,Bank transfer (automatic),0
1352-HNSAW,loyal,high,115.6,8220.4,72,Two year,Bank transfer (automatic),0
2075-PUEPR,loyal,low,19.35,1153.25,55,Two year,Bank transfer (automatic),0
1982-FEBTD,mid,low,25.6,514.75,23,Two year,Credit card (automatic),0
5301-GAUUY,mid,high,80.35,2596.15,32,Month-to-month,Bank transfer (automatic),1
5791-KAJFD,loyal,high,68.75,3808.0,56,One year,Bank transfer (automatic),0
2654-VBVPB,new,low,19.9,19.9,1,Month-to-month,Bank transfer (automatic),0
1154-HYWWO,loyal,high,70.6,2708.2,38,One year,Mailed check,0
2501-XWWTZ,new,high,70.2,760.05,11,Month-to-month,Electronic check,0
3716-UVSPD,new,medium,49.3,49.3,1,Month-to-month,Electronic check,0
6815-ABQFQ,loyal,high,107.25,6033.3,56,One year,Electronic check,0
7343-EOBEU,new,low,23.6,89.05,3,Month-to-month,Mailed check,0
3701-SFMUH,new,high,69.7,516.15,7,Month-to-month,Credit card (automatic),0
6103-LIANB,loyal,high,99.5,5861.75,59,Two year,Credit card (automatic),0
7319-VENRZ,new,medium,64.3,445.95,7,Month-to-month,Bank transfer (automatic),0
5846-NEQVZ,loyal,high,70.85,4973.4,71,Two year,Credit card (automatic),0
6967-QIQRV,mid,high,101.9,1667.25,15,One year,Electronic check,0
5781-RFZRP,loyal,high,73.5,5357.75,71,Two year,Credit card (automatic),0
0939-YAPAF,mid,high,100.25,3527.6,35,Month-to-month,Electronic check,1
0308-IVGOK,new,medium,40.4,422.6,11,One year,Credit card (automatic),0
7293-LSCDV,loyal,low,19.25,1103.25,60,Two year,Credit card (automatic),0
7025-WCBNE,loyal,medium,59.6,2754.0,47,Two year,Bank transfer (automatic),0
5756-JYOJT,new,medium,64.9,697.25,11,One year,Credit card (automatic),0
4710-FDUIZ,loyal,high,100.3,5614.45,56,One year,Credit card (automatic),1
6030-REHUX,mid,high,110.85,3204.4,28,Month-to-month,Electronic check,0
9548-LIGTA,loyal,high,81.05,4747.65,61,Two year,Mailed check,0
5150-LJNSR,mid,high,98.05,3082.1,31,One year,Bank transfer (automatic),0
8270-RKSAP,new,high,70.5,597.9,9,Month-to-month,Electronic check,0
6522-YRBXD,mid,high,94.55,3365.4,35,Month-to-month,Electronic check,0
2640-LYMOV,new,low,19.65,38.8,2,Month-to-month,Mailed check,0
1218-VKFPE,new,low,19.0,233.55,12,Month-to-month,Mailed check,1
3627-FHKBK,new,high,75.3,75.3,1,Month-to-month,Mailed check,1
2865-TCHJW,new,high,89.2,346.2,4,Month-to-month,Electronic check,1
1423-BMPBQ,new,low,19.0,19.0,1,Month-to-month,Mailed check,0
2393-DIVAI,new,low,20.0,61.7,3,Month-to-month,Mailed check,0
5192-EBGOV,new,high,85.7,85.7,1,Month-to-month,Electronic check,1
4568-KNYWR,loyal,medium,63.25,3342.45,52,Two year,Credit card (automatic),0
8752-IMQOS,new,low,20.1,85.1,5,One year,Mailed check,0
0742-LAFQK,loyal,high,99.15,7422.1,72,Two year,Electronic check,0
0795-LAFGP,loyal,high,90.4,6668.05,71,Two year,Electronic check,0
0619-OLYUR,loyal,high,111.9,8071.05,72,Two year,Credit card (automatic),0
5512-IDZEI,loyal,low,24.9,1174.8,46,One year,Electronic check,0
0459-SPZHJ,loyal,high,83.5,5435.0,63,Two year,Credit card (automatic),0
0215-BQKGS,mid,high,84.3,2438.6,30,Month-to-month,Credit card (automatic),0
9244-ZVAPM,new,medium,45.6,45.6,1,Month-to-month,Mailed check,0
0719-SYFRB,new,medium,61.65,713.75,12,Month-to-month,Mailed check,1
8208-EUMTE,mid,medium,54.85,916.15,16,Two year,Mailed check,0
5172-MIGPM,new,high,65.55,237.2,4,Month-to-month,Mailed check,0
1710-RCXUS,loyal,high,90.35,4614.55,51,One year,Credit card (automatic),0
0374-FIUCA,loyal,low,20.4,1414.45,65,Two year,Credit card (automatic),0
5839-SUYVZ,mid,high,74.55,1170.5,16,Month-to-month,Credit card (automatic),0
5173-ZXXXL,new,low,19.95,47.7,2,One year,Mailed check,0
1096-ADRUX,loyal,high,74.25,4859.25,66,One year,Bank transfer (automatic),0
2001-MCUUW,loyal,high,108.65,4903.2,46,Two year,Electronic check,0
2731-GJRDG,mid,high,109.55,3608.0,32,One year,Bank transfer (automatic),0
4723-BEGSG,loyal,high,86.65,6094.25,72,Two year,Credit card (automatic),0
6516-NKQBO,loyal,high,81.0,3084.9,38,Two year,Credit card (automatic),0
8672-OAUPW,loyal,medium,47.85,2356.75,51,One year,Credit card (automatic),0
8207-DMRVL,loyal,high,114.55,8306.05,72,Two year,Bank transfer (automatic),0
3419-SNJJD,loyal,high,105.25,6786.4,65,Month-to-month,Bank transfer (automatic),1
6543-CPZMK,new,low,29.95,248.95,9,Month-to-month,Electronic check,1
4765-OXPPD,new,high,65.0,663.05,9,Month-to-month,Mailed check,1
2804-ETQDK,loyal,low,20.55,1357.1,66,Two year,Mailed check,0
6689-VRRTK,loyal,high,109.8,4860.35,44,One year,Credit card (automatic),0
7138-GIRSH,loyal,high,69.5,3418.2,50,Two year,Bank transfer (automatic),0
9396-ZSFLL,mid,medium,48.85,631.4,15,Month-to-month,Mailed check,0
6464-KEXXH,new,low,25.25,186.3,8,Month-to-month,Credit card (automatic),0
7134-MJPDY,loyal,high,102.85,6976.75,66,One year,Credit card (automatic),0
5240-CAOYT,loyal,high,87.55,4884.85,57,Month-to-month,Bank transfer (automatic),0
4059-IIEBK,new,high,78.55,522.95,7,Month-to-month,Bank transfer (automatic),0
4881-JVQOD,new,low,34.55,362.6,10,Month-to-month,Bank transfer (automatic),0
0516-UXRMT,loyal,high,92.05,5755.8,62,One year,Electronic check,0
4851-BQDNX,loyal,high,85.05,3355.65,40,One year,Electronic check,0
5148-HKFIR,mid,low,19.7,406.95,20,Two year,Mailed check,0
1009-IRMNA,new,low,20.0,137.6,7,Month-to-month,Bank transfer (automatic),1
3003-CMDUU,mid,high,95.15,2395.7,25,Month-to-month,Electronic check,0
5016-IBERQ,mid,high,84.25,1968.1,23,Month-to-month,Electronic check,0
6797-UCJHZ,loyal,high,104.6,6819.45,66,One year,Credit card (automatic),0
2469-DTSGX,loyal,high,111.65,7943.45,72,Two year,Electronic check,0
4554-YGZIH,loyal,high,90.05,4547.25,49,Month-to-month,Credit card (automatic),1
5099-BAILX,loyal,high,110.75,4687.9,43,Month-to-month,Bank transfer (automatic),1
9931-KGHOA,loyal,medium,55.0,2473.95,46,Month-to-month,Bank transfer (automatic),0
1775-KWJKQ,loyal,high,89.85,6562.9,72,Two year,Credit card (automatic),0
7665-VIGUD,new,low,20.35,176.3,10,One year,Mailed check,0
9411-TPQQV,loyal,medium,54.55,2236.2,40,One year,Bank transfer (automatic),0
7207-RMRDB,loyal,high,105.5,6985.65,65,Month-to-month,Electronic check,1
7954-MLBUN,mid,high,99.45,3109.9,31,Two year,Bank transfer (automatic),0
